,Unnamed: 0.1,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor
0,0,CPU,65.0,45.0,77.0,122.0,2200,AMD
1,1,CPU,14.0,35.0,192.0,4800.0,3200,AMD
3,3,CPU,22.0,80.0,160.0,1400.0,1800,Intel
4,4,CPU,45.0,125.0,258.0,758.0,3700,AMD
5,5,CPU,22.0,95.0,160.0,1400.0,2400,Intel
6,6,CPU,65.0,125.0,285.0,450.0,2400,AMD
7,7,CPU,65.0,130.0,140.0,376.0,3000,Intel
9,9,CPU,90.0,89.0,156.0,154.0,2200,AMD
10,10,CPU,130.0,62.0,80.0,37.0,1992,AMD
11,11,CPU,22.0,35.0,160.0,1480.0,2200,Intel
14,14,CPU,65.0,95.0,285.0,450.0,2300,AMD
15,15,CPU,22.0,12.0,118.0,1400.0,1200,Intel
17,17,CPU,90.0,84.0,109.0,125.0,2660,Intel
18,18,CPU,22.0,80.0,160.0,1400.0,2500,Intel
19,19,CPU,90.0,110.0,199.0,233.0,2400,AMD
22,22,CPU,180.0,60.0,120.0,37.0,1100,AMD
23,23,CPU,45.0,130.0,263.0,731.0,3333,Intel
24,24,CPU,90.0,67.0,115.0,105.0,2200,AMD
25,25,CPU,90.0,84.0,109.0,169.0,3800,Intel
26,26,CPU,90.0,130.0,206.0,169.0,3000,Intel
27,27,CPU,14.0,170.0,213.0,4800.0,3100,AMD
28,28,CPU,90.0,115.0,109.0,125.0,3400,Intel
29,29,CPU,130.0,30.0,80.0,44.0,1266,Intel
30,30,CPU,45.0,45.0,117.0,234.0,2700,AMD
31,31,CPU,14.0,170.0,213.0,4800.0,2000,AMD
32,32,CPU,45.0,4.0,26.0,47.0,1600,Intel
33,33,CPU,22.0,130.0,160.0,1400.0,3000,Intel
35,35,CPU,22.0,300.0,350.0,5000.0,1238,Intel
38,38,CPU,65.0,95.0,285.0,450.0,2300,AMD
39,39,CPU,32.0,35.0,149.0,624.0,2200,Intel
41,41,CPU,32.0,65.0,228.0,1178.0,2400,AMD
42,42,CPU,90.0,25.0,125.0,114.0,1800,AMD
43,43,CPU,180.0,38.0,80.0,44.0,866,Intel
44,44,CPU,45.0,65.0,107.0,820.0,2833,Intel
45,45,CPU,22.0,15.0,118.0,1300.0,1800,Intel
48,48,CPU,14.0,65.0,192.0,4800.0,3200,AMD
49,49,CPU,32.0,35.0,228.0,1178.0,1900,AMD
50,50,CPU,130.0,97.0,237.0,286.0,3200,Intel
52,52,CPU,65.0,130.0,143.0,582.0,2666,Intel
54,54,CPU,32.0,65.0,228.0,1178.0,2100,AMD
55,55,CPU,22.0,300.0,350.0,5000.0,1238,Intel
57,57,CPU,22.0,10.0,118.0,1400.0,1100,Intel
58,58,CPU,90.0,89.0,220.0,227.0,2800,AMD
59,59,CPU,45.0,95.0,169.0,300.0,3000,AMD
60,60,CPU,45.0,1.0,26.0,47.0,1200,Intel
61,61,CPU,7.0,155.0,74.0,3800.0,3000,AMD
64,64,CPU,7.0,45.0,156.0,9800.0,3300,AMD
65,65,CPU,7.0,180.0,74.0,3800.0,2500,AMD
66,66,CPU,90.0,62.0,230.0,227.0,2600,AMD
67,67,CPU,130.0,32.0,80.0,44.0,1400,Intel
69,69,CPU,130.0,82.0,193.0,106.0,2200,AMD
70,70,CPU,22.0,80.0,160.0,1400.0,2100,Intel
77,77,CPU,90.0,67.0,156.0,154.0,2200,AMD
79,79,CPU,32.0,4.0,66.0,176.0,1600,Intel
83,83,CPU,7.0,280.0,74.0,3800.0,3900,AMD
84,84,CPU,22.0,15.0,118.0,1400.0,1600,Intel
85,85,CPU,90.0,89.0,220.0,154.0,2000,AMD
86,86,CPU,22.0,60.0,160.0,1400.0,2400,Intel
88,88,CPU,12.0,35.0,210.0,4940.0,2300,AMD
89,89,CPU,90.0,3.0,66.0,176.0,800,Intel
90,90,CPU,7.0,25.0,156.0,9800.0,2100,AMD
95,95,CPU,65.0,27.0,90.0,151.0,1866,Intel
96,96,CPU,32.0,65.0,246.0,1178.0,3400,AMD
97,97,CPU,65.0,31.0,90.0,151.0,2166,Intel
98,98,CPU,14.0,51.0,150.0,1400.0,3500,Intel
99,99,CPU,32.0,100.0,246.0,1178.0,3600,AMD
100,100,CPU,130.0,68.0,80.0,37.0,2133,AMD
101,101,CPU,130.0,89.0,193.0,69.0,2000,AMD
102,102,CPU,65.0,95.0,140.0,376.0,3400,Intel
103,103,CPU,32.0,35.0,131.0,504.0,1500,Intel
104,104,CPU,45.0,4.0,26.0,47.0,1300,Intel
105,105,CPU,32.0,9.0,246.0,1178.0,1050,AMD
108,108,CPU,130.0,73.0,146.0,55.0,2700,Intel
110,110,CPU,90.0,62.0,230.0,227.0,2200,AMD
111,111,CPU,90.0,35.0,103.0,81.0,1800,AMD
112,112,CPU,22.0,35.0,160.0,1480.0,2900,Intel
113,113,CPU,32.0,45.0,228.0,1178.0,1600,AMD
114,114,CPU,32.0,35.0,81.0,382.0,2400,Intel
116,116,CPU,22.0,54.0,177.0,1400.0,3300,Intel
118,118,CPU,22.0,15.0,118.0,1400.0,1700,Intel
119,119,CPU,65.0,65.0,111.0,167.0,2133,Intel
120,120,CPU,180.0,68.0,150.0,37.0,1600,AMD
121,121,CPU,130.0,31.0,80.0,44.0,1400,Intel
123,123,CPU,22.0,87.0,160.0,1400.0,3700,Intel
124,124,CPU,65.0,95.0,285.0,450.0,2200,AMD
127,127,CPU,130.0,68.0,80.0,37.0,1800,AMD
129,129,CPU,90.0,88.0,112.0,125.0,3200,Intel
131,131,CPU,65.0,65.0,77.0,105.0,2400,Intel
132,132,CPU,7.0,25.0,156.0,9800.0,2100,AMD
133,133,CPU,12.0,250.0,213.0,19200.0,3000,AMD
135,135,CPU,45.0,2.0,65.0,140.0,1000,Intel
137,137,CPU,45.0,7.0,66.0,123.0,1834,Intel
139,139,CPU,22.0,130.0,160.0,1400.0,3700,Intel
141,141,CPU,12.0,65.0,192.0,4800.0,3400,AMD
142,142,CPU,65.0,65.0,285.0,450.0,2100,AMD
143,143,CPU,32.0,65.0,228.0,1178.0,2800,AMD
144,144,CPU,180.0,67.0,217.0,42.0,1800,Intel
146,146,CPU,90.0,84.0,109.0,125.0,2660,Intel
147,147,CPU,22.0,45.0,160.0,1400.0,2800,Intel
148,148,CPU,130.0,110.0,146.0,55.0,2527,Intel
149,149,CPU,130.0,60.0,131.0,55.0,2400,Intel
150,150,CPU,22.0,300.0,350.0,5000.0,1250,Intel
153,153,CPU,90.0,22.0,125.0,114.0,1600,AMD
155,155,CPU,45.0,2.0,65.0,140.0,1900,Intel
156,156,CPU,22.0,15.0,118.0,1400.0,1600,Intel
157,157,CPU,45.0,65.0,82.0,228.0,3000,Intel
159,159,CPU,22.0,35.0,177.0,1400.0,2700,Intel
161,161,CPU,28.0,35.0,246.0,1178.0,3000,AMD
162,162,CPU,130.0,32.0,131.0,55.0,2000,Intel
163,163,CPU,32.0,80.0,239.0,1170.0,2400,Intel
165,165,CPU,32.0,115.0,316.0,2400.0,2200,AMD
166,166,CPU,14.0,95.0,192.0,4800.0,3600,AMD
168,168,CPU,12.0,15.0,210.0,4940.0,2600,AMD
169,169,CPU,14.0,72.0,126.0,1400.0,3400,Intel
170,170,CPU,180.0,40.0,120.0,37.0,700,AMD
171,171,CPU,130.0,32.0,144.0,69.0,1600,AMD
172,172,CPU,12.0,105.0,192.0,4800.0,3700,AMD
173,173,CPU,14.0,45.0,210.0,4950.0,3350,AMD
174,174,CPU,45.0,45.0,169.0,300.0,2500,AMD
175,175,CPU,32.0,95.0,216.0,1160.0,2900,Intel
176,176,CPU,32.0,125.0,315.0,1200.0,3500,AMD
178,178,CPU,32.0,140.0,315.0,2400.0,2800,AMD
180,180,CPU,32.0,17.0,131.0,504.0,1400,Intel
181,181,CPU,45.0,125.0,346.0,904.0,3300,AMD
183,183,CPU,22.0,54.0,177.0,1400.0,3400,Intel
184,184,CPU,32.0,130.0,435.0,2270.0,3000,Intel
185,185,CPU,22.0,35.0,160.0,1480.0,2200,Intel
189,189,CPU,90.0,84.0,109.0,125.0,2933,Intel
190,190,CPU,130.0,82.0,193.0,106.0,1600,AMD
192,192,CPU,90.0,135.0,213.0,200.0,2800,Intel
193,193,CPU,45.0,65.0,82.0,228.0,3067,Intel
195,195,CPU,45.0,95.0,258.0,758.0,2600,AMD
197,197,CPU,130.0,62.0,80.0,37.0,1750,AMD
198,198,CPU,22.0,54.0,177.0,1400.0,3300,Intel
199,199,CPU,14.0,180.0,213.0,4800.0,2200,AMD
200,200,CPU,22.0,140.0,160.0,1400.0,2200,Intel
202,202,CPU,65.0,125.0,285.0,450.0,2500,AMD
203,203,CPU,7.0,65.0,74.0,3800.0,3600,AMD
204,204,CPU,22.0,57.0,177.0,1400.0,3100,Intel
205,205,CPU,65.0,105.0,143.0,582.0,2400,Intel
206,206,CPU,90.0,125.0,220.0,243.0,2800,AMD
207,207,CPU,65.0,95.0,285.0,450.0,2700,AMD
208,208,CPU,22.0,45.0,160.0,1400.0,2700,Intel
209,209,CPU,22.0,35.0,177.0,1400.0,2900,Intel
210,210,CPU,45.0,9.0,87.0,176.0,1667,Intel
211,211,CPU,65.0,35.0,143.0,293.0,2000,Intel
212,212,CPU,45.0,4.0,26.0,47.0,1000,Intel
213,213,CPU,22.0,140.0,356.0,2600.0,3300,Intel
214,214,CPU,45.0,65.0,82.0,228.0,2600,Intel
215,215,CPU,32.0,95.0,315.0,1200.0,3600,AMD
216,216,CPU,32.0,65.0,131.0,504.0,2700,Intel
217,217,CPU,90.0,84.0,109.0,125.0,3000,Intel
220,220,CPU,130.0,82.0,131.0,55.0,3200,Intel
221,221,CPU,45.0,45.0,169.0,300.0,2400,AMD
224,224,CPU,90.0,62.0,103.0,81.0,1600,AMD
225,225,CPU,32.0,220.0,315.0,1200.0,4700,AMD
226,226,CPU,130.0,92.0,146.0,125.0,2000,Intel
229,229,CPU,45.0,95.0,346.0,904.0,2800,AMD
230,230,CPU,32.0,65.0,246.0,1178.0,3000,AMD
231,231,CPU,65.0,95.0,285.0,450.0,2300,AMD
233,233,CPU,22.0,15.0,118.0,1400.0,1400,Intel
234,234,CPU,14.0,125.0,213.0,9600.0,3800,AMD
235,235,CPU,32.0,35.0,131.0,504.0,1700,Intel
236,236,CPU,32.0,130.0,239.0,1170.0,3200,Intel
238,238,CPU,22.0,37.0,118.0,1300.0,3000,Intel
239,239,CPU,32.0,140.0,316.0,2400.0,2600,AMD
241,241,CPU,65.0,86.0,81.0,188.0,3000,Intel
242,242,CPU,32.0,40.0,239.0,1170.0,1866,Intel
243,243,CPU,45.0,95.0,258.0,758.0,2800,AMD
247,247,CPU,32.0,80.0,239.0,1170.0,1600,Intel
250,250,CPU,90.0,84.0,109.0,169.0,3600,Intel
253,253,CPU,32.0,17.0,131.0,504.0,1500,Intel
254,254,CPU,32.0,45.0,228.0,1178.0,2000,AMD
255,255,CPU,14.0,72.0,126.0,1400.0,3400,Intel
256,256,CPU,45.0,95.0,258.0,758.0,2800,AMD
257,257,CPU,45.0,65.0,117.0,410.0,3000,AMD
258,258,CPU,32.0,125.0,315.0,1200.0,3800,AMD
259,259,CPU,130.0,89.0,193.0,106.0,2200,AMD
260,260,CPU,65.0,65.0,285.0,450.0,2000,AMD
261,261,CPU,32.0,35.0,131.0,504.0,2400,Intel
262,262,CPU,45.0,95.0,169.0,300.0,2900,AMD
263,263,CPU,32.0,35.0,131.0,504.0,1600,Intel
264,264,CPU,90.0,3.0,66.0,176.0,600,Intel
267,267,CPU,28.0,35.0,246.0,1178.0,3100,AMD
268,268,CPU,22.0,300.0,350.0,5000.0,1100,Intel
269,269,CPU,65.0,65.0,143.0,291.0,2667,Intel
270,270,CPU,32.0,130.0,239.0,1170.0,3466,Intel
272,272,CPU,65.0,65.0,111.0,167.0,1800,Intel
273,273,CPU,32.0,8.0,246.0,1178.0,1000,AMD
274,274,CPU,130.0,70.0,131.0,55.0,2800,Intel
275,275,CPU,14.0,95.0,192.0,4800.0,3400,AMD
276,276,CPU,32.0,100.0,228.0,1178.0,2600,AMD
277,277,CPU,14.0,15.0,210.0,4950.0,2000,AMD
278,278,CPU,90.0,84.0,135.0,169.0,2800,Intel
280,280,CPU,90.0,45.0,3.0,154.0,2600,AMD
282,282,CPU,32.0,100.0,246.0,1178.0,3800,AMD
283,283,CPU,65.0,27.0,90.0,151.0,1500,Intel
285,285,CPU,130.0,89.0,144.0,69.0,2400,AMD
286,286,CPU,22.0,270.0,350.0,5000.0,1100,Intel
288,288,CPU,90.0,135.0,213.0,200.0,3000,Intel
289,289,CPU,130.0,110.0,146.0,55.0,2793,Intel
290,290,CPU,45.0,80.0,258.0,758.0,3200,AMD
291,291,CPU,22.0,54.0,177.0,1400.0,2500,Intel
293,293,CPU,7.0,180.0,74.0,3800.0,2800,AMD
295,295,CPU,180.0,69.0,217.0,42.0,1900,Intel
296,296,CPU,32.0,140.0,316.0,2400.0,2700,AMD
298,298,CPU,32.0,95.0,315.0,1200.0,3500,AMD
300,300,CPU,32.0,65.0,228.0,1178.0,2700,AMD
301,301,CPU,90.0,62.0,103.0,81.0,2200,AMD
302,302,CPU,22.0,17.0,118.0,1400.0,1800,Intel
303,303,CPU,180.0,45.0,120.0,37.0,800,AMD
304,304,CPU,45.0,95.0,82.0,456.0,2700,Intel
305,305,CPU,32.0,130.0,513.0,2600.0,2400,Intel
306,306,CPU,32.0,125.0,315.0,1200.0,4000,AMD
307,307,CPU,90.0,65.0,220.0,154.0,2200,AMD
309,309,CPU,32.0,95.0,315.0,1200.0,3100,AMD
310,310,CPU,45.0,130.0,263.0,731.0,3200,Intel
311,311,CPU,65.0,45.0,126.0,154.0,2300,AMD
312,312,CPU,45.0,125.0,258.0,758.0,2800,AMD
314,314,CPU,90.0,62.0,84.0,63.0,1400,AMD
316,316,CPU,90.0,62.0,84.0,63.0,2000,AMD
317,317,CPU,130.0,89.0,193.0,106.0,2400,AMD
318,318,CPU,90.0,135.0,213.0,200.0,2833,Intel
320,320,CPU,32.0,125.0,315.0,1200.0,3900,AMD
324,324,CPU,32.0,45.0,216.0,1160.0,2500,Intel
326,326,CPU,32.0,15.0,131.0,504.0,1200,Intel
327,327,CPU,12.0,95.0,192.0,4800.0,3600,AMD
329,329,CPU,130.0,66.0,131.0,55.0,2400,Intel
330,330,CPU,7.0,25.0,156.0,9800.0,1800,AMD
331,331,CPU,45.0,3.0,26.0,47.0,600,Intel
332,332,CPU,32.0,65.0,315.0,1200.0,2600,AMD
333,333,CPU,65.0,95.0,285.0,450.0,2400,AMD
336,336,CPU,14.0,65.0,192.0,4800.0,3500,AMD
337,337,CPU,90.0,110.0,199.0,233.0,2200,AMD
338,338,CPU,32.0,35.0,246.0,1303.0,2500,AMD
339,339,CPU,32.0,73.0,81.0,382.0,3466,Intel
341,341,CPU,65.0,10.0,111.0,293.0,1200,Intel
342,342,CPU,22.0,47.0,264.0,1400.0,2100,Intel
343,343,CPU,65.0,130.0,140.0,376.0,3200,Intel
344,344,CPU,90.0,25.0,125.0,114.0,2000,AMD
345,345,CPU,22.0,37.0,118.0,1400.0,2600,Intel
346,346,CPU,22.0,45.0,160.0,1480.0,2400,Intel
347,347,CPU,32.0,115.0,315.0,2400.0,2300,AMD
349,349,CPU,130.0,82.0,193.0,106.0,1800,AMD
352,352,CPU,90.0,110.0,109.0,125.0,2400,Intel
354,354,CPU,22.0,115.0,160.0,1400.0,2400,Intel
355,355,CPU,90.0,21.0,84.0,140.0,1600,Intel
358,358,CPU,32.0,35.0,228.0,1178.0,2000,AMD
359,359,CPU,130.0,68.0,131.0,55.0,2800,Intel
360,360,CPU,22.0,130.0,257.0,1860.0,3600,Intel
362,362,CPU,45.0,45.0,117.0,410.0,3000,AMD
363,363,CPU,65.0,89.0,126.0,154.0,3100,AMD
364,364,CPU,90.0,45.0,230.0,227.0,2400,AMD
365,365,CPU,130.0,73.0,146.0,55.0,2400,Intel
366,366,CPU,7.0,120.0,74.0,3800.0,3100,AMD
367,367,CPU,45.0,7.0,26.0,47.0,1200,Intel
368,368,CPU,45.0,65.0,117.0,410.0,2800,AMD
369,369,CPU,32.0,95.0,315.0,1200.0,3100,AMD
371,371,CPU,45.0,95.0,81.0,456.0,2666,Intel
372,372,CPU,22.0,165.0,160.0,1400.0,2800,Intel
373,373,CPU,32.0,17.0,131.0,504.0,1300,Intel
376,376,CPU,180.0,50.0,120.0,37.0,900,AMD
377,377,CPU,32.0,35.0,131.0,504.0,1800,Intel
379,379,CPU,32.0,125.0,315.0,1200.0,3900,AMD
380,380,CPU,14.0,51.0,150.0,1400.0,2800,Intel
381,381,CPU,32.0,65.0,131.0,504.0,2900,Intel
382,382,CPU,7.0,225.0,74.0,3800.0,2250,AMD
383,383,CPU,22.0,47.0,177.0,1400.0,2800,Intel
385,385,CPU,45.0,65.0,107.0,410.0,3333,Intel
387,387,CPU,45.0,125.0,346.0,904.0,3200,AMD
388,388,CPU,65.0,150.0,435.0,1328.0,3200,Intel
389,389,CPU,22.0,35.0,177.0,1400.0,3100,Intel
390,390,CPU,45.0,45.0,117.0,234.0,2600,AMD
391,391,CPU,45.0,7.0,66.0,123.0,1834,Intel
393,393,CPU,65.0,15.0,90.0,151.0,1833,Intel
394,394,CPU,130.0,62.0,80.0,37.0,1583,AMD
395,395,CPU,32.0,65.0,246.0,1178.0,3400,AMD
396,396,CPU,32.0,8.0,246.0,1178.0,1000,AMD
397,397,CPU,180.0,29.0,80.0,44.0,1000,Intel
399,399,CPU,45.0,2.0,26.0,47.0,1600,Intel
400,400,CPU,45.0,130.0,263.0,731.0,3333,Intel
402,402,CPU,90.0,62.0,183.0,154.0,2400,AMD
404,404,CPU,90.0,65.0,220.0,154.0,2400,AMD
405,405,CPU,32.0,35.0,149.0,624.0,2400,Intel
407,407,CPU,180.0,66.0,120.0,37.0,1200,AMD
408,408,CPU,180.0,38.0,80.0,44.0,800,Intel
409,409,CPU,130.0,45.0,101.0,63.0,1667,AMD
410,410,CPU,130.0,21.0,131.0,55.0,1400,Intel
411,411,CPU,32.0,17.0,149.0,624.0,1500,Intel
412,412,CPU,45.0,13.0,66.0,176.0,1667,Intel
414,414,CPU,65.0,31.0,90.0,151.0,1733,Intel
415,415,CPU,45.0,7.0,66.0,123.0,1667,Intel
417,417,CPU,90.0,130.0,206.0,169.0,3200,Intel
418,418,CPU,22.0,80.0,160.0,1400.0,2500,Intel
419,419,CPU,65.0,65.0,111.0,167.0,2400,Intel
420,420,CPU,22.0,140.0,160.0,1400.0,3200,Intel
421,421,CPU,32.0,35.0,81.0,384.0,2677,Intel
422,422,CPU,45.0,95.0,258.0,758.0,3000,AMD
423,423,CPU,130.0,89.0,144.0,69.0,1800,AMD
424,424,CPU,130.0,89.0,193.0,105.0,2200,AMD
425,425,CPU,130.0,97.0,237.0,286.0,3066,Intel
426,426,CPU,90.0,84.0,109.0,125.0,2800,Intel
427,427,CPU,130.0,89.0,193.0,105.0,2200,AMD
428,428,CPU,14.0,80.0,160.0,1400.0,3700,Intel
429,429,CPU,45.0,95.0,169.0,300.0,3300,AMD
430,430,CPU,130.0,110.0,146.0,55.0,2000,Intel
431,431,CPU,12.0,65.0,192.0,4800.0,3200,AMD
433,433,CPU,130.0,73.0,146.0,55.0,2300,Intel
434,434,CPU,180.0,43.0,120.0,37.0,750,AMD
435,435,CPU,45.0,45.0,117.0,234.0,2900,AMD
436,436,CPU,180.0,66.0,120.0,37.0,1200,AMD
437,437,CPU,65.0,35.0,143.0,293.0,2333,Intel
439,439,CPU,32.0,150.0,435.0,2270.0,3500,Intel
440,440,CPU,130.0,62.0,193.0,106.0,2200,AMD
441,441,CPU,45.0,115.0,346.0,1800.0,1900,AMD
443,443,CPU,130.0,68.0,101.0,63.0,2083,AMD
444,444,CPU,45.0,3.0,26.0,47.0,1300,Intel
445,445,CPU,22.0,65.0,160.0,1400.0,2900,Intel
447,447,CPU,90.0,125.0,235.0,227.0,3000,AMD
448,448,CPU,45.0,3.0,26.0,47.0,1667,Intel
449,449,CPU,90.0,35.0,125.0,114.0,2200,AMD
450,450,CPU,130.0,73.0,146.0,55.0,2800,Intel
451,451,CPU,32.0,35.0,131.0,504.0,2300,Intel
452,452,CPU,45.0,95.0,258.0,758.0,2800,AMD
453,453,CPU,14.0,65.0,192.0,4800.0,3400,AMD
454,454,CPU,90.0,21.0,84.0,140.0,1500,Intel
456,456,CPU,90.0,130.0,206.0,169.0,3200,Intel
457,457,CPU,65.0,45.0,126.0,154.0,2100,AMD
458,458,CPU,22.0,65.0,177.0,1400.0,3100,Intel
459,459,CPU,12.0,15.0,210.0,4940.0,2100,AMD
460,460,CPU,32.0,95.0,216.0,1160.0,3500,Intel
461,461,CPU,65.0,10.0,111.0,293.0,1200,Intel
462,462,CPU,130.0,68.0,80.0,63.0,2000,AMD
463,463,CPU,32.0,9.0,246.0,1178.0,1000,AMD
464,464,CPU,14.0,170.0,213.0,4800.0,2000,AMD
467,467,CPU,65.0,150.0,435.0,1328.0,3400,Intel
468,468,CPU,22.0,95.0,160.0,1400.0,2600,Intel
469,469,CPU,45.0,1.0,65.0,140.0,900,Intel
470,470,CPU,130.0,89.0,217.0,55.0,2000,Intel
471,471,CPU,45.0,65.0,258.0,758.0,2500,AMD
472,472,CPU,90.0,84.0,109.0,125.0,2800,Intel
473,473,CPU,130.0,68.0,101.0,63.0,2100,AMD
474,474,CPU,45.0,65.0,258.0,758.0,2400,AMD
475,475,CPU,130.0,82.0,193.0,106.0,1600,AMD
476,476,CPU,130.0,25.0,144.0,69.0,1800,AMD
477,477,CPU,180.0,67.0,217.0,42.0,1800,Intel
480,480,CPU,65.0,95.0,435.0,1328.0,2600,Intel
481,481,CPU,32.0,95.0,315.0,1200.0,3200,AMD
482,482,CPU,32.0,10.0,66.0,176.0,1867,Intel
483,483,CPU,14.0,51.0,150.0,1400.0,2900,Intel
484,484,CPU,12.0,65.0,210.0,4940.0,3700,AMD
486,486,CPU,90.0,125.0,220.0,227.0,3000,AMD
488,488,CPU,65.0,65.0,143.0,291.0,2400,Intel
489,489,CPU,7.0,120.0,74.0,3800.0,2600,AMD
491,491,CPU,65.0,45.0,77.0,122.0,2800,AMD
492,492,CPU,45.0,10.0,107.0,410.0,1300,Intel
493,493,CPU,130.0,89.0,144.0,69.0,1800,AMD
495,495,CPU,90.0,21.0,84.0,140.0,2100,Intel
496,496,CPU,32.0,35.0,81.0,382.0,2267,Intel
499,499,CPU,65.0,95.0,285.0,450.0,2100,AMD
502,502,CPU,14.0,180.0,213.0,9600.0,3500,AMD
505,505,CPU,130.0,92.0,146.0,55.0,2400,Intel
506,506,CPU,14.0,180.0,213.0,4800.0,2000,AMD
507,507,CPU,130.0,45.0,101.0,63.0,1533,AMD
508,508,CPU,32.0,65.0,131.0,504.0,3100,Intel
510,510,CPU,32.0,35.0,228.0,1178.0,1400,AMD
511,511,CPU,14.0,180.0,213.0,4800.0,2300,AMD
512,512,CPU,45.0,2.0,26.0,47.0,1100,Intel
513,513,CPU,12.0,15.0,210.0,4940.0,2300,AMD
514,514,CPU,90.0,89.0,220.0,154.0,2600,AMD
515,515,CPU,90.0,89.0,220.0,154.0,2200,AMD
516,516,CPU,65.0,86.0,81.0,188.0,3200,Intel
518,518,CPU,45.0,65.0,117.0,410.0,3200,AMD
519,519,CPU,90.0,84.0,109.0,125.0,3060,Intel
520,520,CPU,130.0,82.0,193.0,106.0,1400,AMD
521,521,CPU,65.0,65.0,126.0,154.0,2400,AMD
522,522,CPU,130.0,30.0,131.0,55.0,1600,Intel
523,523,CPU,90.0,27.0,84.0,140.0,2260,Intel
524,524,CPU,32.0,100.0,228.0,1178.0,2900,AMD
525,525,CPU,32.0,35.0,131.0,504.0,2100,Intel
526,526,CPU,130.0,30.0,193.0,106.0,1400,AMD
527,527,CPU,32.0,65.0,315.0,1200.0,2600,AMD
528,528,CPU,32.0,35.0,81.0,384.0,2800,Intel
529,529,CPU,22.0,80.0,160.0,1400.0,1800,Intel
530,530,CPU,32.0,65.0,131.0,504.0,2800,Intel
531,531,CPU,65.0,10.0,111.0,293.0,1073,Intel
532,532,CPU,32.0,80.0,216.0,1160.0,3200,Intel
533,533,CPU,65.0,65.0,77.0,105.0,1800,Intel
534,534,CPU,32.0,17.0,131.0,504.0,1600,Intel
536,536,CPU,45.0,95.0,169.0,300.0,3000,AMD
537,537,CPU,45.0,125.0,346.0,904.0,2800,AMD
539,539,CPU,14.0,65.0,192.0,4800.0,3200,AMD
543,543,CPU,130.0,45.0,101.0,63.0,2200,AMD
545,545,CPU,130.0,62.0,101.0,63.0,1833,AMD
546,546,CPU,32.0,95.0,315.0,1200.0,3200,AMD
