,Unnamed: 0.1,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor
547,547,CPU,65.0,45.0,126.0,154.0,2600,AMD
549,549,CPU,22.0,88.0,177.0,1400.0,3500,Intel
550,550,CPU,22.0,47.0,264.0,1400.0,1600,Intel
551,551,CPU,14.0,170.0,213.0,4800.0,2200,AMD
552,552,CPU,14.0,180.0,213.0,4800.0,2000,AMD
553,553,CPU,22.0,84.0,177.0,1400.0,3100,Intel
554,554,CPU,22.0,54.0,177.0,1400.0,3500,Intel
556,556,CPU,180.0,68.0,120.0,37.0,1300,AMD
558,558,CPU,65.0,10.0,111.0,293.0,1333,Intel
559,559,CPU,32.0,130.0,513.0,2600.0,2276,Intel
560,560,CPU,65.0,79.0,285.0,463.0,2000,AMD
561,561,CPU,130.0,89.0,217.0,55.0,3066,Intel
563,563,CPU,90.0,9.0,84.0,69.0,1000,AMD
564,564,CPU,90.0,62.0,84.0,63.0,1800,AMD
565,565,CPU,90.0,62.0,103.0,81.0,1800,AMD
566,566,CPU,130.0,82.0,193.0,106.0,2000,AMD
567,567,CPU,14.0,35.0,148.0,4800.0,3500,AMD
568,568,CPU,32.0,130.0,239.0,1170.0,3600,Intel
569,569,CPU,65.0,95.0,285.0,450.0,2500,AMD
570,570,CPU,130.0,62.0,80.0,37.0,1500,AMD
571,571,CPU,180.0,69.0,217.0,42.0,1900,Intel
572,572,CPU,65.0,95.0,285.0,450.0,2300,AMD
574,574,CPU,130.0,51.0,80.0,37.0,1533,AMD
576,576,CPU,32.0,35.0,131.0,504.0,2500,Intel
578,578,CPU,130.0,68.0,101.0,63.0,1833,AMD
579,579,CPU,180.0,27.0,80.0,44.0,933,Intel
580,580,CPU,32.0,35.0,81.0,384.0,2000,Intel
581,581,CPU,65.0,10.0,111.0,293.0,1333,Intel
582,582,CPU,32.0,73.0,81.0,382.0,2266,Intel
583,583,CPU,90.0,27.0,84.0,140.0,2000,Intel
584,584,CPU,32.0,45.0,315.0,1200.0,2800,AMD
585,585,CPU,90.0,67.0,83.0,69.0,2000,AMD
586,586,CPU,90.0,135.0,213.0,200.0,2800,Intel
587,587,CPU,32.0,35.0,246.0,1178.0,2100,AMD
588,588,CPU,32.0,17.0,131.0,504.0,1200,Intel
590,590,CPU,130.0,35.0,131.0,55.0,2500,Intel
592,592,CPU,7.0,225.0,74.0,3800.0,2900,AMD
593,593,CPU,90.0,62.0,183.0,154.0,1800,AMD
595,595,CPU,130.0,32.0,131.0,55.0,1900,Intel
596,596,CPU,65.0,65.0,126.0,154.0,1900,AMD
597,597,CPU,7.0,180.0,74.0,3800.0,2800,AMD
598,598,CPU,45.0,95.0,296.0,774.0,3066,Intel
599,599,CPU,90.0,115.0,109.0,125.0,3600,Intel
600,600,CPU,65.0,86.0,81.0,188.0,3600,Intel
601,601,CPU,45.0,35.0,107.0,410.0,2300,Intel
602,602,CPU,32.0,73.0,81.0,382.0,3200,Intel
603,603,CPU,130.0,85.0,193.0,106.0,1800,AMD
604,604,CPU,90.0,115.0,109.0,125.0,2800,Intel
607,607,CPU,7.0,280.0,74.0,3800.0,2600,AMD
609,609,CPU,45.0,80.0,258.0,758.0,3000,AMD
610,610,CPU,90.0,45.0,3.0,154.0,2200,AMD
612,612,CPU,130.0,89.0,193.0,106.0,2200,AMD
613,613,CPU,32.0,35.0,149.0,624.0,2200,Intel
614,614,CPU,22.0,84.0,177.0,1400.0,3400,Intel
616,616,CPU,45.0,95.0,169.0,300.0,3200,AMD
617,617,CPU,32.0,95.0,216.0,1160.0,3200,Intel
618,618,CPU,90.0,125.0,235.0,227.0,3200,AMD
619,619,CPU,22.0,115.0,160.0,1400.0,2500,Intel
620,620,CPU,45.0,3.0,26.0,47.0,1000,Intel
621,621,CPU,180.0,52.0,120.0,37.0,950,AMD
622,622,CPU,65.0,95.0,285.0,450.0,2800,AMD
624,624,CPU,90.0,62.0,84.0,63.0,1600,AMD
625,625,CPU,22.0,300.0,350.0,5000.0,1053,Intel
626,626,CPU,7.0,200.0,74.0,3800.0,2000,AMD
628,628,CPU,45.0,65.0,104.0,410.0,3000,Intel
629,629,CPU,45.0,60.0,263.0,731.0,2133,Intel
630,630,CPU,130.0,89.0,193.0,106.0,2200,AMD
631,631,CPU,22.0,225.0,350.0,5000.0,1053,Intel
632,632,CPU,22.0,35.0,177.0,1400.0,3000,Intel
635,635,CPU,32.0,95.0,315.0,1200.0,2800,AMD
636,636,CPU,14.0,180.0,213.0,9600.0,3200,AMD
637,637,CPU,22.0,270.0,350.0,5000.0,1238,Intel
639,639,CPU,130.0,82.0,193.0,106.0,1800,AMD
641,641,CPU,32.0,17.0,149.0,624.0,1300,Intel
643,643,CPU,130.0,82.0,193.0,106.0,1800,AMD
646,646,CPU,45.0,2.0,26.0,47.0,2133,Intel
647,647,CPU,32.0,65.0,131.0,504.0,2800,Intel
648,648,CPU,45.0,95.0,258.0,758.0,2800,AMD
649,649,CPU,32.0,35.0,315.0,1200.0,2200,AMD
650,650,CPU,14.0,65.0,210.0,4950.0,3600,AMD
651,651,CPU,32.0,65.0,131.0,504.0,2400,Intel
652,652,CPU,14.0,65.0,192.0,4800.0,3500,AMD
653,653,CPU,45.0,95.0,346.0,904.0,2900,AMD
655,655,CPU,45.0,65.0,82.0,228.0,2500,Intel
656,656,CPU,130.0,89.0,193.0,106.0,2400,AMD
657,657,CPU,65.0,65.0,285.0,450.0,1800,AMD
658,658,CPU,90.0,27.0,84.0,140.0,2130,Intel
659,659,CPU,45.0,95.0,82.0,456.0,2333,Intel
661,661,CPU,180.0,70.0,120.0,37.0,1333,AMD
662,662,CPU,90.0,67.0,84.0,69.0,2000,AMD
664,664,CPU,45.0,65.0,258.0,758.0,2600,AMD
665,665,CPU,45.0,10.0,66.0,123.0,1834,Intel
668,668,CPU,65.0,31.0,90.0,151.0,1826,Intel
669,669,CPU,130.0,26.0,131.0,55.0,1500,Intel
671,671,CPU,130.0,89.0,217.0,55.0,2660,Intel
672,672,CPU,90.0,73.0,109.0,125.0,2530,Intel
673,673,CPU,65.0,65.0,77.0,105.0,2000,Intel
675,675,CPU,32.0,45.0,228.0,1178.0,1800,AMD
677,677,CPU,22.0,300.0,350.0,5000.0,1100,Intel
678,678,CPU,45.0,95.0,258.0,758.0,3000,AMD
682,682,CPU,45.0,2.0,26.0,47.0,2000,Intel
683,683,CPU,45.0,95.0,169.0,300.0,2600,AMD
684,684,CPU,14.0,180.0,213.0,9600.0,3400,AMD
685,685,CPU,22.0,80.0,160.0,1400.0,2200,Intel
686,686,CPU,32.0,35.0,246.0,1178.0,2900,AMD
687,687,CPU,65.0,95.0,285.0,450.0,2200,AMD
688,688,CPU,45.0,65.0,82.0,228.0,2533,Intel
690,690,CPU,65.0,9.0,90.0,151.0,1200,Intel
691,691,CPU,90.0,88.0,112.0,125.0,3467,Intel
693,693,CPU,32.0,130.0,435.0,2270.0,2400,Intel
694,694,CPU,45.0,65.0,82.0,228.0,2700,Intel
696,696,CPU,32.0,20.0,131.0,504.0,2200,Intel
699,699,CPU,45.0,80.0,258.0,758.0,3400,AMD
701,701,CPU,90.0,35.0,125.0,114.0,1800,AMD
702,702,CPU,65.0,15.0,90.0,151.0,1666,Intel
705,705,CPU,90.0,84.0,109.0,125.0,2930,Intel
707,707,CPU,180.0,55.0,217.0,42.0,1400,Intel
708,708,CPU,32.0,65.0,131.0,504.0,3000,Intel
709,709,CPU,90.0,135.0,135.0,155.0,3000,Intel
710,710,CPU,130.0,89.0,193.0,105.0,2400,AMD
711,711,CPU,32.0,15.0,246.0,1178.0,1650,AMD
712,712,CPU,65.0,25.0,77.0,122.0,2000,AMD
714,714,CPU,32.0,17.0,131.0,504.0,1300,Intel
715,715,CPU,130.0,68.0,101.0,63.0,1917,AMD
716,716,CPU,22.0,69.0,160.0,1400.0,3500,Intel
720,720,CPU,130.0,50.0,80.0,37.0,1467,AMD
721,721,CPU,7.0,105.0,74.0,3800.0,3800,AMD
722,722,CPU,130.0,89.0,193.0,106.0,2400,AMD
724,724,CPU,90.0,115.0,109.0,125.0,3800,Intel
725,725,CPU,45.0,95.0,107.0,820.0,2666,Intel
726,726,CPU,22.0,77.0,160.0,1400.0,3400,Intel
727,727,CPU,32.0,220.0,315.0,1200.0,4400,AMD
728,728,CPU,90.0,115.0,109.0,125.0,3600,Intel
730,730,CPU,90.0,67.0,83.0,69.0,2200,AMD
731,731,CPU,90.0,135.0,135.0,155.0,3200,Intel
732,732,CPU,65.0,86.0,81.0,188.0,3400,Intel
735,735,CPU,45.0,4.0,26.0,47.0,1600,Intel
736,736,CPU,45.0,25.0,117.0,410.0,1600,AMD
737,737,CPU,90.0,84.0,109.0,125.0,2660,Intel
739,739,CPU,90.0,84.0,109.0,125.0,2800,Intel
742,742,CPU,14.0,180.0,213.0,9600.0,3500,AMD
743,743,CPU,32.0,80.0,216.0,1160.0,3300,Intel
745,745,CPU,130.0,24.0,100.0,77.0,1400,Intel
746,746,CPU,32.0,80.0,239.0,1170.0,2533,Intel
748,748,CPU,32.0,17.0,149.0,624.0,1700,Intel
749,749,CPU,22.0,12.0,118.0,1400.0,1400,Intel
750,750,CPU,32.0,35.0,131.0,504.0,2200,Intel
751,751,CPU,32.0,65.0,246.0,1178.0,3700,AMD
752,752,CPU,28.0,65.0,246.0,1178.0,3500,AMD
753,753,CPU,90.0,25.0,125.0,114.0,1800,AMD
755,755,CPU,65.0,45.0,77.0,122.0,2400,AMD
758,758,CPU,32.0,45.0,216.0,1160.0,2200,Intel
759,759,CPU,130.0,82.0,193.0,106.0,1400,AMD
760,760,CPU,7.0,200.0,74.0,3800.0,2200,AMD
762,762,CPU,90.0,84.0,109.0,125.0,2800,Intel
763,763,CPU,90.0,67.0,84.0,69.0,2200,AMD
764,764,CPU,130.0,62.0,193.0,106.0,1800,AMD
765,765,CPU,65.0,10.0,111.0,293.0,1073,Intel
766,766,CPU,65.0,95.0,285.0,450.0,2500,AMD
767,767,CPU,130.0,30.0,131.0,55.0,1700,Intel
768,768,CPU,90.0,35.0,103.0,81.0,1800,AMD
769,769,CPU,32.0,17.0,149.0,624.0,1300,Intel
770,770,CPU,45.0,65.0,117.0,410.0,3400,AMD
771,771,CPU,45.0,13.0,66.0,176.0,1834,Intel
772,772,CPU,7.0,200.0,74.0,3800.0,2000,AMD
773,773,CPU,22.0,35.0,177.0,1400.0,2600,Intel
774,774,CPU,22.0,130.0,257.0,1860.0,3400,Intel
775,775,CPU,130.0,45.0,101.0,63.0,1800,AMD
776,776,CPU,130.0,89.0,193.0,106.0,2000,AMD
777,777,CPU,45.0,80.0,263.0,731.0,2266,Intel
778,778,CPU,90.0,35.0,125.0,114.0,2400,AMD
779,779,CPU,14.0,65.0,192.0,4800.0,3200,AMD
781,781,CPU,22.0,54.0,177.0,1400.0,2800,Intel
782,782,CPU,22.0,47.0,264.0,1400.0,2400,Intel
785,785,CPU,90.0,125.0,235.0,227.0,2800,AMD
786,786,CPU,45.0,3.0,65.0,140.0,1500,Intel
788,788,CPU,32.0,35.0,149.0,624.0,2100,Intel
789,789,CPU,90.0,110.0,156.0,154.0,2400,AMD
793,793,CPU,32.0,73.0,81.0,382.0,3333,Intel
794,794,CPU,32.0,35.0,228.0,1178.0,1800,AMD
795,795,CPU,32.0,95.0,315.0,1200.0,3300,AMD
796,796,CPU,130.0,60.0,80.0,37.0,1667,AMD
797,797,CPU,65.0,65.0,77.0,105.0,1600,Intel
798,798,CPU,32.0,65.0,131.0,504.0,3100,Intel
801,801,CPU,130.0,62.0,80.0,37.0,1667,AMD
802,802,CPU,32.0,35.0,131.0,504.0,1800,Intel
804,804,CPU,22.0,15.0,118.0,1400.0,1400,Intel
805,805,CPU,32.0,40.0,239.0,1170.0,1866,Intel
807,807,CPU,90.0,62.0,183.0,154.0,2000,AMD
808,808,CPU,12.0,250.0,213.0,19200.0,3000,AMD
809,809,CPU,28.0,15.0,124.0,1200.0,3000,AMD
810,810,CPU,130.0,82.0,193.0,106.0,2400,AMD
811,811,CPU,90.0,84.0,109.0,125.0,2800,Intel
812,812,CPU,45.0,65.0,258.0,758.0,2400,AMD
813,813,CPU,28.0,95.0,246.0,1178.0,3900,AMD
814,814,CPU,22.0,130.0,160.0,1400.0,3500,Intel
815,815,CPU,45.0,140.0,258.0,758.0,3400,AMD
816,816,CPU,14.0,180.0,213.0,9600.0,3200,AMD
817,817,CPU,45.0,45.0,169.0,300.0,2300,AMD
821,821,CPU,12.0,15.0,210.0,4940.0,2300,AMD
822,822,CPU,180.0,72.0,120.0,37.0,1400,AMD
823,823,CPU,45.0,125.0,258.0,758.0,3400,AMD
825,825,CPU,90.0,84.0,109.0,169.0,3600,Intel
827,827,CPU,65.0,65.0,118.0,221.0,2000,AMD
828,828,CPU,130.0,55.0,193.0,106.0,2000,AMD
833,833,CPU,7.0,25.0,156.0,9800.0,1800,AMD
834,834,CPU,45.0,80.0,258.0,758.0,3500,AMD
836,836,CPU,45.0,3.0,26.0,47.0,600,Intel
837,837,CPU,130.0,82.0,193.0,106.0,1600,AMD
838,838,CPU,32.0,25.0,246.0,1178.0,1700,AMD
840,840,CPU,130.0,89.0,193.0,69.0,1800,AMD
841,841,CPU,90.0,67.0,83.0,69.0,2200,AMD
842,842,CPU,90.0,89.0,220.0,154.0,2800,AMD
843,843,CPU,32.0,65.0,228.0,1178.0,2100,AMD
846,846,CPU,32.0,15.0,246.0,1178.0,1500,AMD
847,847,CPU,45.0,95.0,258.0,758.0,2500,AMD
849,849,CPU,32.0,35.0,81.0,382.0,2534,Intel
853,853,CPU,14.0,35.0,192.0,4800.0,3200,AMD
854,854,CPU,32.0,115.0,315.0,2400.0,2400,AMD
855,855,CPU,45.0,125.0,258.0,758.0,3600,AMD
857,857,CPU,130.0,30.0,193.0,106.0,1400,AMD
858,858,CPU,45.0,2.0,26.0,47.0,1867,Intel
859,859,CPU,32.0,95.0,216.0,1160.0,3600,Intel
860,860,CPU,7.0,180.0,74.0,3800.0,2500,AMD
861,861,CPU,45.0,80.0,263.0,731.0,2266,Intel
862,862,CPU,90.0,84.0,109.0,125.0,3060,Intel
863,863,CPU,65.0,5.0,143.0,291.0,1067,Intel
864,864,CPU,130.0,89.0,193.0,106.0,2200,AMD
867,867,CPU,45.0,65.0,117.0,410.0,2900,AMD
868,868,CPU,45.0,95.0,169.0,300.0,3200,AMD
869,869,CPU,65.0,95.0,435.0,1328.0,2500,Intel
870,870,CPU,32.0,35.0,149.0,624.0,2400,Intel
873,873,CPU,32.0,85.0,316.0,2400.0,1600,AMD
874,874,CPU,7.0,105.0,74.0,3800.0,3900,AMD
877,877,CPU,28.0,65.0,246.0,1178.0,3100,AMD
878,878,CPU,22.0,150.0,160.0,1400.0,2300,Intel
879,879,CPU,7.0,65.0,74.0,3800.0,3600,AMD
880,880,CPU,14.0,170.0,213.0,4800.0,2100,AMD
881,881,CPU,90.0,84.0,109.0,125.0,2933,Intel
882,882,CPU,130.0,82.0,193.0,106.0,1800,AMD
884,884,CPU,65.0,65.0,285.0,450.0,1800,AMD
885,885,CPU,22.0,95.0,160.0,1400.0,2500,Intel
886,886,CPU,180.0,29.0,80.0,44.0,1133,Intel
888,888,CPU,90.0,59.0,1.0,154.0,2400,AMD
890,890,CPU,7.0,240.0,74.0,3800.0,3200,AMD
891,891,CPU,28.0,65.0,246.0,1178.0,3500,AMD
892,892,CPU,14.0,65.0,192.0,4800.0,3000,AMD
893,893,CPU,32.0,17.0,246.0,1178.0,2000,AMD
894,894,CPU,45.0,65.0,82.0,228.0,3067,Intel
895,895,CPU,90.0,45.0,3.0,154.0,2400,AMD
896,896,CPU,32.0,95.0,315.0,1200.0,3900,AMD
897,897,CPU,22.0,37.0,118.0,1400.0,2000,Intel
898,898,CPU,130.0,51.0,80.0,37.0,1533,AMD
899,899,CPU,22.0,47.0,264.0,1400.0,2800,Intel
901,901,CPU,45.0,95.0,82.0,456.0,2500,Intel
902,902,CPU,45.0,65.0,82.0,228.0,2933,Intel
903,903,CPU,90.0,88.0,112.0,125.0,3067,Intel
904,904,CPU,45.0,65.0,107.0,410.0,2833,Intel
905,905,CPU,130.0,68.0,80.0,37.0,2083,AMD
908,908,CPU,45.0,95.0,258.0,758.0,3200,AMD
909,909,CPU,130.0,68.0,101.0,63.0,2083,AMD
912,912,CPU,130.0,89.0,193.0,105.0,2400,AMD
914,914,CPU,45.0,95.0,169.0,300.0,3300,AMD
915,915,CPU,130.0,89.0,193.0,106.0,2200,AMD
916,916,CPU,28.0,95.0,246.0,1178.0,3700,AMD
917,917,CPU,7.0,155.0,74.0,3800.0,2200,AMD
918,918,CPU,45.0,130.0,263.0,731.0,3066,Intel
919,919,CPU,32.0,35.0,81.0,382.0,2400,Intel
920,920,CPU,90.0,84.0,109.0,125.0,2800,Intel
923,923,CPU,45.0,80.0,258.0,758.0,3200,AMD
925,925,CPU,90.0,27.0,84.0,140.0,1730,Intel
927,927,CPU,65.0,95.0,285.0,450.0,2500,AMD
930,930,CPU,22.0,115.0,160.0,1400.0,2000,Intel
931,931,CPU,14.0,95.0,160.0,1400.0,3500,Intel
932,932,CPU,32.0,65.0,228.0,1178.0,2700,AMD
934,934,CPU,7.0,105.0,74.0,3800.0,3500,AMD
936,936,CPU,32.0,125.0,315.0,1200.0,4200,AMD
937,937,CPU,130.0,62.0,193.0,106.0,1800,AMD
938,938,CPU,12.0,65.0,192.0,4800.0,3400,AMD
939,939,CPU,22.0,100.0,160.0,1400.0,2200,Intel
940,940,CPU,32.0,130.0,435.0,2270.0,3200,Intel
941,941,CPU,130.0,73.0,146.0,55.0,2000,Intel
942,942,CPU,45.0,95.0,82.0,456.0,2500,Intel
943,943,CPU,32.0,73.0,81.0,382.0,2800,Intel
944,944,CPU,130.0,66.0,131.0,55.0,2667,Intel
945,945,CPU,22.0,45.0,160.0,1480.0,2400,Intel
946,946,CPU,32.0,95.0,216.0,1160.0,3500,Intel
947,947,CPU,130.0,89.0,193.0,106.0,2400,AMD
948,948,CPU,7.0,35.0,156.0,9800.0,3000,AMD
951,951,CPU,65.0,130.0,140.0,376.0,3730,Intel
952,952,CPU,90.0,51.0,84.0,69.0,2000,AMD
953,953,CPU,65.0,35.0,143.0,293.0,2333,Intel
954,954,CPU,22.0,25.0,118.0,1400.0,1600,Intel
956,956,CPU,65.0,65.0,285.0,450.0,2100,AMD
957,957,CPU,32.0,35.0,131.0,504.0,2600,Intel
959,959,CPU,90.0,115.0,109.0,125.0,3400,Intel
961,961,CPU,45.0,95.0,258.0,758.0,2600,AMD
962,962,CPU,14.0,51.0,150.0,1400.0,3800,Intel
963,963,CPU,22.0,165.0,160.0,1400.0,2500,Intel
964,964,CPU,45.0,65.0,82.0,228.0,3200,Intel
965,965,CPU,45.0,130.0,263.0,731.0,2800,Intel
967,967,CPU,130.0,55.0,193.0,106.0,2000,AMD
968,968,CPU,65.0,95.0,285.0,450.0,2400,AMD
969,969,CPU,32.0,65.0,228.0,1178.0,2200,AMD
970,970,CPU,32.0,17.0,246.0,1178.0,2200,AMD
971,971,CPU,28.0,95.0,246.0,1178.0,3500,AMD
975,975,CPU,90.0,65.0,220.0,154.0,2000,AMD
976,976,CPU,12.0,15.0,210.0,4940.0,2100,AMD
977,977,CPU,180.0,61.0,217.0,42.0,1600,Intel
978,978,CPU,22.0,35.0,177.0,1400.0,2800,Intel
979,979,CPU,22.0,54.0,177.0,1400.0,3600,Intel
980,980,CPU,90.0,115.0,109.0,125.0,3000,Intel
981,981,CPU,32.0,65.0,131.0,504.0,3300,Intel
982,982,CPU,130.0,24.0,100.0,77.0,1600,Intel
983,983,CPU,90.0,84.0,109.0,125.0,3200,Intel
984,984,CPU,130.0,62.0,193.0,106.0,2000,AMD
985,985,CPU,65.0,95.0,140.0,376.0,3000,Intel
986,986,CPU,45.0,45.0,169.0,300.0,2200,AMD
987,987,CPU,22.0,15.0,118.0,1300.0,1700,Intel
991,991,CPU,65.0,45.0,77.0,122.0,2700,AMD
992,992,CPU,130.0,62.0,80.0,37.0,1667,AMD
993,993,CPU,90.0,35.0,125.0,114.0,2000,AMD
994,994,CPU,130.0,29.0,80.0,44.0,1133,Intel
996,996,CPU,65.0,35.0,111.0,293.0,2000,Intel
997,997,CPU,22.0,15.0,118.0,1400.0,1700,Intel
998,998,CPU,180.0,55.0,217.0,42.0,1400,Intel
999,999,CPU,45.0,3.0,26.0,47.0,1600,Intel
1001,1001,CPU,32.0,35.0,246.0,1178.0,2100,AMD
1004,1004,CPU,90.0,65.0,220.0,154.0,2000,AMD
1006,1006,CPU,28.0,6.0,124.0,1200.0,1800,AMD
1007,1007,CPU,130.0,24.0,100.0,77.0,1500,Intel
1008,1008,CPU,22.0,300.0,350.0,5000.0,1238,Intel
1009,1009,CPU,130.0,25.0,144.0,69.0,1600,AMD
1010,1010,CPU,45.0,35.0,107.0,410.0,2000,Intel
1011,1011,CPU,65.0,65.0,143.0,291.0,1866,Intel
1012,1012,CPU,65.0,65.0,126.0,154.0,2100,AMD
1014,1014,CPU,130.0,45.0,101.0,63.0,2000,AMD
1016,1016,CPU,65.0,95.0,140.0,376.0,3200,Intel
1017,1017,CPU,180.0,72.0,150.0,37.0,1733,AMD
1018,1018,CPU,32.0,35.0,131.0,504.0,2500,Intel
1019,1019,CPU,65.0,31.0,90.0,151.0,1600,Intel
1020,1020,CPU,130.0,89.0,193.0,105.0,2000,AMD
1021,1021,CPU,22.0,54.0,177.0,1400.0,3000,Intel
1022,1022,CPU,90.0,84.0,109.0,125.0,2933,Intel
1026,1026,CPU,45.0,130.0,263.0,731.0,2933,Intel
1027,1027,CPU,65.0,65.0,143.0,291.0,2133,Intel
1029,1029,CPU,45.0,35.0,107.0,410.0,2200,Intel
1031,1031,CPU,32.0,45.0,228.0,1178.0,1700,AMD
1032,1032,CPU,180.0,70.0,150.0,37.0,1667,AMD
1033,1033,CPU,45.0,130.0,263.0,731.0,3200,Intel
1036,1036,CPU,32.0,130.0,239.0,1170.0,2933,Intel
1039,1039,CPU,32.0,55.0,216.0,1160.0,2700,Intel
1040,1040,CPU,45.0,65.0,107.0,410.0,3166,Intel
1041,1041,CPU,65.0,65.0,118.0,221.0,1800,AMD
1042,1042,CPU,32.0,125.0,315.0,1200.0,4200,AMD
1045,1045,CPU,7.0,95.0,74.0,3800.0,3800,AMD
1046,1046,CPU,65.0,65.0,77.0,105.0,1600,Intel
1047,1047,CPU,14.0,170.0,213.0,4800.0,2500,AMD
1048,1048,CPU,130.0,45.0,101.0,63.0,1862,AMD
1049,1049,CPU,32.0,25.0,246.0,1178.0,2000,AMD
1051,1051,CPU,32.0,100.0,228.0,1178.0,2700,AMD
1052,1052,CPU,28.0,15.0,124.0,1200.0,3100,AMD
1054,1054,CPU,22.0,47.0,264.0,1400.0,2200,Intel
1055,1055,CPU,45.0,7.0,26.0,47.0,1200,Intel
1056,1056,CPU,180.0,47.0,120.0,37.0,850,AMD
1057,1057,CPU,28.0,65.0,246.0,1178.0,3800,AMD
1060,1060,CPU,32.0,95.0,315.0,1200.0,3800,AMD
1061,1061,CPU,32.0,17.0,246.0,1303.0,1900,AMD
1064,1064,CPU,45.0,130.0,263.0,731.0,2933,Intel
1065,1065,CPU,32.0,65.0,246.0,1178.0,3400,AMD
1066,1066,CPU,28.0,10.0,124.0,1200.0,2400,AMD
1068,1068,CPU,130.0,62.0,101.0,63.0,2000,AMD
1071,1071,CPU,45.0,65.0,82.0,228.0,2200,Intel
1074,1074,CPU,65.0,35.0,111.0,293.0,1800,Intel
1076,1076,CPU,32.0,115.0,315.0,2400.0,2800,AMD
1078,1078,CPU,90.0,135.0,213.0,200.0,2667,Intel
1080,1080,CPU,90.0,62.0,84.0,63.0,1800,AMD
1081,1081,CPU,45.0,9.0,87.0,176.0,1500,Intel
1082,1082,CPU,32.0,35.0,246.0,1178.0,2300,AMD
1083,1083,CPU,32.0,35.0,149.0,624.0,2400,Intel
1084,1084,CPU,22.0,130.0,160.0,1400.0,3300,Intel
1085,1085,CPU,45.0,65.0,82.0,456.0,2666,Intel
1086,1086,CPU,65.0,95.0,140.0,376.0,2800,Intel
1088,1088,CPU,65.0,95.0,285.0,450.0,2400,AMD
1089,1089,CPU,45.0,95.0,258.0,758.0,3000,AMD
1091,1091,CPU,22.0,69.0,160.0,1400.0,3100,Intel
1092,1092,CPU,90.0,84.0,109.0,125.0,2933,Intel
1093,1093,CPU,22.0,130.0,160.0,1400.0,2700,Intel
1094,1094,CPU,65.0,95.0,435.0,1328.0,3000,Intel
1096,1096,CPU,65.0,15.0,90.0,151.0,1500,Intel
1097,1097,CPU,45.0,95.0,296.0,774.0,2666,Intel
1099,1099,CPU,22.0,35.0,177.0,1400.0,2900,Intel
